,Defunciones
4382,-0.3043575154494825
4065,-0.3043575154494825
4076,-0.3043575154494825
3545,-0.3043575154494825
589,-0.2426551388241551
590,-0.1977806830966442
1144,-0.3043575154494825
4014,-0.2987482084835436
2936,-0.3043575154494825
3157,-0.3043575154494825
2983,-0.3043575154494825
3067,-0.3043575154494825
2922,-0.2089992970285219
258,-0.0799852368119282
1991,-0.3043575154494825
3197,-0.3043575154494825
2958,-0.3043575154494825
3403,-0.2875295945516659
607,-0.2987482084835436
4761,-0.281920287585727
587,-0.281920287585727
566,-0.2875295945516659
1382,1.5579323972422177
3879,-0.3043575154494825
3156,-0.3043575154494825
5137,-0.2987482084835436
2579,-0.3043575154494825
4218,-0.3043575154494825
2284,6.180001337175836
196,-0.1304689995053779
133,-0.2987482084835436
3261,-0.3043575154494825
321,1.625244080833484
2166,0.1499963487915648
4064,-0.3043575154494825
905,-0.2987482084835436
4709,-0.3043575154494825
1639,-0.3043575154494825
2868,-0.2763109806197882
3600,-0.2314365248922774
1251,2.292751609780208
1697,-0.3043575154494825
229,-0.2987482084835436
1056,-0.3043575154494825
4550,0.2397452602465865
2949,-0.3043575154494825
2069,-0.3043575154494825
579,-0.3043575154494825
5165,-0.1921713761307054
3381,-0.2707016736538494
114,-0.3043575154494825
2150,3.50997122138894
2602,-0.2931389015176048
2566,0.1163405069959317
1190,-0.3043575154494825
2812,0.7614108080789003
226,-0.2931389015176048
1557,0.4024151622588134
17,-0.1641248413010111
3097,-0.2763109806197882
3846,-0.3043575154494825
1729,-0.3043575154494825
418,-0.3043575154494825
688,-0.3043575154494825
988,-0.0799852368119282
1062,-0.3043575154494825
4029,-0.3043575154494825
5241,-0.3043575154494825
2277,-0.1921713761307054
86,-0.1416876134372557
3785,-0.3043575154494825
3935,-0.3043575154494825
288,-0.2707016736538494
3521,-0.3043575154494825
1300,-0.3043575154494825
2125,0.0546381303706043
4002,-0.3043575154494825
2290,-0.2987482084835436
4145,-0.3043575154494825
422,-0.2875295945516659
4366,-0.2931389015176048
2281,0.2173080323828311
1182,0.1163405069959317
998,-0.2931389015176048
5421,-0.3043575154494825
4826,0.0041543676771545
935,-0.2987482084835436
3182,-0.2875295945516659
1292,0.144387041825626
2946,-0.2482644457900939
4634,-0.2089992970285219
3858,-0.3043575154494825
3117,-0.3043575154494825
2219,7.414048869682384
1504,-0.2931389015176048
4471,-0.2987482084835436
4678,-0.2202179109603996
3435,-0.3043575154494825
4966,0.0939032791321762
249,-0.2931389015176048
2626,-0.2931389015176048
305,4.480381326496362
273,-0.1585155343350722
4854,0.0714660512684208
3921,-0.3043575154494825
3214,-0.3043575154494825
3544,-0.3043575154494825
1473,1.395262495229991
1704,-0.3043575154494825
109,-0.0407200880503562
4638,0.0602474373365431
1445,-0.0968131577097448
2263,7.083099758691992
1621,-0.3043575154494825
92,-0.3043575154494825
3954,-0.3043575154494825
2443,-0.2987482084835436
2844,-0.2931389015176048
1566,-0.281920287585727
234,-0.1865620691647665
2318,-0.2370458318582162
4372,-0.2987482084835436
4571,-0.2033899900625831
2464,-0.2987482084835436
897,0.0041543676771545
961,-0.2538737527560328
3803,-0.3043575154494825
3637,-0.3043575154494825
1269,-0.2482644457900939
5516,-0.2875295945516659
5528,-0.3043575154494825
5473,-0.3043575154494825
1120,0.8006759568404722
5353,-0.3043575154494825
5033,0.0153729816090323
2644,-0.3043575154494825
338,-0.1865620691647665
5184,-0.2258272179263385
5243,-0.3043575154494825
3088,-0.3043575154494825
3121,-0.1585155343350722
389,2.287142302814269
2658,0.8567690264998608
5147,-0.0743759298459894
436,6.841899559156621
5,-0.3043575154494825
3848,-0.3043575154494825
2160,-0.2987482084835436
5132,-0.3043575154494825
4081,-0.3043575154494825
583,-0.3043575154494825
3693,0.6380060548282455
1283,-0.3043575154494825
4032,-0.3043575154494825
5433,-0.3043575154494825
4101,-0.3043575154494825
4348,-0.2763109806197882
643,-0.3043575154494825
570,-0.2370458318582162
1070,-0.2370458318582162
4664,-0.2875295945516659
3,-0.2987482084835436
989,0.4304616970885077
306,1.3279508116387249
10,-0.2089992970285219
2062,-0.3043575154494825
4986,0.0378102094727877
4560,-0.2931389015176048
2052,-0.3043575154494825
682,-0.3043575154494825
3045,-0.3043575154494825
1088,-0.2987482084835436
4437,-0.2707016736538494
332,-0.2875295945516659
3027,-0.3043575154494825
3833,-0.3043575154494825
5206,-0.2314365248922774
473,0.3126662508037917
1894,-0.3043575154494825
5261,-0.3043575154494825
3364,-0.1753434552328888
3440,-0.3043575154494825
4307,-0.2931389015176048
4119,-0.3043575154494825
2287,6.84750886612256
3592,-0.3043575154494825
2623,-0.3043575154494825
5381,-0.3043575154494825
4010,-0.3043575154494825
4213,-0.3043575154494825
4246,-0.2482644457900939
2034,-0.3043575154494825
290,-0.2875295945516659
4269,-0.2482644457900939
4217,-0.3043575154494825
3679,-0.3043575154494825
4927,0.2116987254168922
4479,-0.2875295945516659
3842,-0.3043575154494825
2076,-0.3043575154494825
749,-0.3043575154494825
2114,-0.2931389015176048
5138,-0.281920287585727
1794,-0.3043575154494825
219,0.0714660512684208
1242,-0.3043575154494825
1836,-0.3043575154494825
3332,-0.281920287585727
835,0.6997084314535729
3924,-0.3043575154494825
5191,0.1163405069959317
1129,-0.3043575154494825
596,-0.3043575154494825
758,-0.2987482084835436
4422,-0.2707016736538494
654,-0.2650923666879105
2063,-0.3043575154494825
743,-0.2875295945516659
4943,-0.1641248413010111
2448,-0.2987482084835436
879,0.5819129851688568
3402,-0.2763109806197882
2807,-0.1697341482669499
3374,-0.2931389015176048
2436,1.2606391280474585
3537,-0.1360783064713168
3032,-0.2314365248922774
1877,-0.3043575154494825
1503,-0.2987482084835436
4365,-0.3043575154494825
782,-0.2931389015176048
1174,-0.3043575154494825
4021,-0.3043575154494825
2365,-0.1921713761307054
2024,-0.3043575154494825
2439,2.5507797302133954
2872,0.1556056557575037
1018,-0.3043575154494825
1436,-0.2931389015176048
177,-0.3043575154494825
50,-0.3043575154494825
958,-0.2202179109603996
2112,-0.2931389015176048
2831,-0.1248596925394391
3031,-0.2482644457900939
2707,-0.3043575154494825
5053,-0.2314365248922774
4564,-0.2482644457900939
4291,-0.2538737527560328
399,-0.2987482084835436
554,-0.3043575154494825
2824,-0.281920287585727
2866,-0.2987482084835436
3196,-0.3043575154494825
4622,-0.3043575154494825
4639,0.5033826876457128
2909,-0.3043575154494825
1812,-0.3043575154494825
4557,-0.3043575154494825
3651,0.4865547667478963
386,2.124472400802042
5104,-0.3043575154494825
2639,3.005133594454443
2171,0.301447636871914
3771,-0.3043575154494825
409,1.4064811091618687
1451,1.2157646723199476
191,-0.2538737527560328
4053,-0.3043575154494825
3080,-0.3043575154494825
361,-0.1529062273691334
200,-0.3043575154494825
336,-0.2763109806197882
5466,-0.3043575154494825
4337,-0.3043575154494825
4286,-0.2875295945516659
4741,-0.281920287585727
4229,-0.3043575154494825
2608,-0.1641248413010111
426,-0.1809527621988276
3068,-0.3043575154494825
4005,-0.2538737527560328
5344,-0.2594830597219716
4542,-0.2987482084835436
3255,0.1948708045190757
5217,-0.3043575154494825
1287,-0.3043575154494825
3442,-0.2931389015176048
1574,-0.0799852368119282
3636,-0.3043575154494825
1373,-0.2875295945516659
959,-0.2482644457900939
71,-0.2987482084835436
3397,-0.3043575154494825
3991,-0.3043575154494825
1334,0.0770753582343597
169,-0.2426551388241551
3472,0.5258199155094683
2980,-0.3043575154494825
951,-0.2931389015176048
3328,-0.3043575154494825
1342,-0.2931389015176048
1895,-0.3043575154494825
97,-0.2875295945516659
2047,-0.3043575154494825
2976,-0.3043575154494825
1183,0.0378102094727877
4116,-0.3043575154494825
3701,-0.3043575154494825
4911,-0.2763109806197882
1577,-0.0238921671525396
3682,-0.3043575154494825
3495,0.5258199155094683
4062,-0.3043575154494825
4742,-0.1977806830966442
1093,-0.2370458318582162
2700,0.4136337761906911
3429,0.1556056557575037
316,-0.2146086039944608
2943,-0.281920287585727
132,-0.2987482084835436
1770,-0.3043575154494825
1494,0.1948708045190757
5464,-0.3043575154494825
1667,-0.3043575154494825
299,1.3279508116387249
2907,-0.3043575154494825
616,-0.3043575154494825
3870,-0.3043575154494825
4352,-0.2987482084835436
1059,-0.3043575154494825
2053,-0.3043575154494825
3079,-0.1248596925394391
5130,-0.3043575154494825
2748,0.1556056557575037
2231,-0.281920287585727
1143,2.9266032969312987
703,-0.1529062273691334
2417,2.803198543680644
1128,-0.3043575154494825
5247,-0.2875295945516659
4855,-0.2538737527560328
2738,-0.2089992970285219
414,6.774587875565355
4193,-0.3043575154494825
211,-0.2707016736538494
5176,-0.3043575154494825
3551,-0.2987482084835436
4657,-0.2538737527560328
3658,-0.3043575154494825
2122,0.1107312000299928
4980,-0.0968131577097448
1646,-0.3043575154494825
940,0.0434195164387265
5523,-0.3043575154494825
5330,-0.3043575154494825
2451,-0.2875295945516659
713,-0.2987482084835436
1078,-0.3043575154494825
2203,-0.3043575154494825
1135,-0.281920287585727
2409,-0.2707016736538494
46,-0.3043575154494825
1955,-0.3043575154494825
3351,-0.3043575154494825
5016,-0.3043575154494825
779,-0.3043575154494825
796,-0.2987482084835436
5232,0.1107312000299928
4991,0.262182488110342
2883,-0.3043575154494825
2567,-0.1360783064713168
5339,-0.2987482084835436
936,-0.1921713761307054
351,1.7149929922885057
2964,-0.281920287585727
1733,-0.3043575154494825
365,1.4513555648893794
5084,-0.3043575154494825
4077,-0.3043575154494825
5534,-0.3043575154494825
5533,-0.3043575154494825
1015,-0.2987482084835436
1081,-0.3043575154494825
3961,-0.2426551388241551
3048,-0.2987482084835436
744,-0.1641248413010111
686,-0.3043575154494825
963,-0.0407200880503562
677,-0.2538737527560328
4440,-0.2987482084835436
4203,-0.2089992970285219
1719,-0.3043575154494825
3501,-0.3043575154494825
1235,-0.3043575154494825
4007,-0.3043575154494825
2889,-0.3043575154494825
2630,-0.0968131577097448
4153,-0.3043575154494825
5129,-0.3043575154494825
1236,-0.3043575154494825
2933,-0.3043575154494825
1037,-0.2931389015176048
2979,-0.3043575154494825
3220,-0.3043575154494825
506,-0.2987482084835436
4220,-0.3043575154494825
458,6.381936387949635
1113,-0.2931389015176048
2764,0.1163405069959317
955,-0.3043575154494825
924,-0.2987482084835436
341,0.2565731811444031
5092,-0.2931389015176048
3000,-0.3043575154494825
4610,-0.2314365248922774
574,-0.3043575154494825
987,0.6828805105557563
719,-0.281920287585727
1195,-0.3043575154494825
1074,1.7318209131863225
5190,-0.0855945437778671
3235,-0.3043575154494825
4376,-0.3043575154494825
2696,-0.0407200880503562
5402,-0.3043575154494825
5287,-0.3043575154494825
1553,-0.2538737527560328
4130,-0.3043575154494825
3090,-0.3043575154494825
4908,-0.3043575154494825
1032,0.0209822885749711
1856,-0.3043575154494825
4472,-0.2987482084835436
547,-0.1080317716416225
793,-0.3043575154494825
1501,-0.2931389015176048
1572,-0.2594830597219716
2480,0.8567690264998608
870,-0.2426551388241551
2470,-0.2987482084835436
330,-0.3043575154494825
2351,7.559890850796795
2925,-0.1472969204031945
4385,-0.3043575154494825
2445,-0.3043575154494825
1713,-0.3043575154494825
4920,0.144387041825626
2693,-0.3043575154494825
4946,0.4753361528160185
3046,-0.3043575154494825
710,-0.3043575154494825
2823,-0.2987482084835436
1101,-0.3043575154494825
5387,-0.2763109806197882
889,-0.3043575154494825
356,-0.2875295945516659
1304,-0.3043575154494825
493,-0.1753434552328888
3685,-0.3043575154494825
69,-0.2987482084835436
1313,-0.2538737527560328
5216,-0.3043575154494825
4805,-0.1977806830966442
3082,-0.3043575154494825
1618,-0.3043575154494825
3775,-0.3043575154494825
1535,0.3911965483269357
175,-0.0014549392887842
981,-0.2707016736538494
2752,-0.2987482084835436
826,-0.1641248413010111
2452,-0.2314365248922774
5155,-0.3043575154494825
1254,-0.3043575154494825
3697,-0.3043575154494825
2010,-0.3043575154494825
4243,-0.2987482084835436
3772,-0.3043575154494825
764,-0.2707016736538494
5317,-0.2987482084835436
1600,-0.3043575154494825
2,-0.3043575154494825
800,-0.3043575154494825
786,-0.2482644457900939
3628,0.0041543676771545
5457,-0.3043575154494825
674,-0.2987482084835436
4158,-0.1977806830966442
2939,-0.3043575154494825
5363,-0.2763109806197882
3058,-0.3043575154494825
3207,-0.2033899900625831
238,0.1387777348596871
427,-0.1977806830966442
2974,-0.3043575154494825
204,-0.2987482084835436
923,0.4753361528160185
240,-0.1472969204031945
4341,-0.2987482084835436
1927,-0.3043575154494825
4175,-0.3043575154494825
670,-0.2987482084835436
4141,-0.3043575154494825
4823,-0.2875295945516659
694,-0.3043575154494825
1023,-0.2875295945516659
4279,-0.2931389015176048
3776,-0.3043575154494825
1044,-0.2707016736538494
366,5.035702716124309
3348,-0.3043575154494825
5271,-0.2763109806197882
1140,1.126015760864926
1378,0.0995125860981151
259,-0.1529062273691334
2307,6.600699359621251
3770,-0.3043575154494825
4328,-0.2931389015176048
3649,0.5258199155094683
4447,-0.3043575154494825
1214,-0.3043575154494825
163,-0.2987482084835436
4832,0.0209822885749711
1583,1.6084161599356674
264,-0.3043575154494825
385,0.3351034786675471
1943,-0.3043575154494825
231,-0.2763109806197882
2336,-0.2987482084835436
4000,-0.3043575154494825
5531,-0.3043575154494825
701,-0.1585155343350722
5229,-0.2594830597219716
4302,-0.2594830597219716
272,-0.1585155343350722
3357,-0.2987482084835436
1126,-0.3043575154494825
1395,-0.2931389015176048
277,1.703774378356628
1151,-0.3043575154494825
2383,-0.2931389015176048
3885,-0.3043575154494825
1886,-0.3043575154494825
3485,-0.3043575154494825
1446,0.4136337761906911
4923,0.0097636746430934
4320,-0.2987482084835436
4767,-0.1697341482669499
4553,1.2999042768090303
2143,-0.2707016736538494
1094,0.1107312000299928
3184,-0.2370458318582162
3326,-0.3043575154494825
3517,0.61556882696449
2545,-0.1472969204031945
964,0.262182488110342
4576,-0.2987482084835436
179,-0.3043575154494825
4085,-0.3043575154494825
3567,-0.3043575154494825
5197,-0.3043575154494825
4222,-0.3043575154494825
4413,-0.2875295945516659
1952,-0.3043575154494825
2157,-0.2987482084835436
2735,-0.3043575154494825
105,-0.1472969204031945
5227,-0.2650923666879105
999,-0.2987482084835436
488,-0.281920287585727
1341,1.6813371504928725
5218,-0.3043575154494825
2041,-0.3043575154494825
2139,-0.3043575154494825
5371,-0.3043575154494825
4772,0.0209822885749711
2744,0.4248523901225688
2019,-0.3043575154494825
4397,-0.2987482084835436
3524,-0.3043575154494825
5285,-0.3043575154494825
1602,-0.3043575154494825
1157,-0.2875295945516659
4650,-0.2931389015176048
3390,-0.3043575154494825
4683,0.3463220925994248
1052,0.6323967478623066
1149,-0.3043575154494825
1762,-0.3043575154494825
3358,-0.2707016736538494
5461,-0.3043575154494825
2843,-0.3043575154494825
1994,-0.3043575154494825
2951,-0.3043575154494825
1225,-0.2538737527560328
68,-0.3043575154494825
2042,-0.3043575154494825
2645,-0.3043575154494825
1555,-0.0351107810844174
2327,1.5691510111740954
4808,0.2173080323828311
2719,-0.2314365248922774
1660,-0.3043575154494825
3320,-0.1921713761307054
1548,-0.2875295945516659
2412,0.1780428836212591
3324,-0.3043575154494825
5098,0.4697268458500797
975,-0.3043575154494825
76,-0.2482644457900939
4506,0.4921640737138351
1560,0.2229173393487699
5121,-0.0687666228800505
4537,-0.3043575154494825
2004,-0.3043575154494825
5188,0.1724335766553202
1899,-0.3043575154494825
5477,-0.3043575154494825
3948,-0.3043575154494825
4766,0.0546381303706043
1948,-0.3043575154494825
1255,-0.3043575154494825
1728,-0.3043575154494825
2992,-0.3043575154494825
2778,-0.2987482084835436
3733,-0.3043575154494825
2057,-0.3043575154494825
4264,-0.281920287585727
1911,-0.3043575154494825
16,-0.0407200880503562
618,-0.2987482084835436
2834,0.6828805105557563
1310,-0.2482644457900939
4609,-0.2875295945516659
2117,-0.3043575154494825
2077,-0.3043575154494825
5255,0.301447636871914
4205,-0.3043575154494825
5426,-0.3043575154494825
846,-0.2707016736538494
2781,-0.2931389015176048
4200,-0.3043575154494825
5358,-0.2987482084835436
300,4.917907269839593
4734,-0.3043575154494825
2540,-0.2707016736538494
2727,0.6884898175216951
5032,0.2509638741784643
1732,-0.3043575154494825
5179,-0.3043575154494825
51,-0.3043575154494825
3861,-0.3043575154494825
874,0.065856744302482
3174,-0.3043575154494825
2299,-0.1472969204031945
3508,-0.2987482084835436
2876,0.4024151622588134
2110,-0.3043575154494825
5404,-0.3043575154494825
4801,-0.2875295945516659
3941,-0.3043575154494825
3169,-0.3043575154494825
3266,-0.2987482084835436
2397,4.211134592131296
355,-0.2931389015176048
5342,-0.2089992970285219
1898,-0.3043575154494825
1079,-0.3043575154494825
850,-0.0855945437778671
228,-0.281920287585727
2085,-0.3043575154494825
5284,-0.3043575154494825
5144,-0.0968131577097448
5502,-0.3043575154494825
3673,0.4416803110203854
1914,-0.3043575154494825
1699,-0.3043575154494825
1048,-0.0575480089481728
235,-0.2482644457900939
1751,-0.3043575154494825
1998,-0.2987482084835436
2039,-0.3043575154494825
1347,-0.2987482084835436
3744,-0.3043575154494825
1811,-0.3043575154494825
297,0.2229173393487699
2947,-0.2370458318582162
3798,-0.3043575154494825
2185,-0.2987482084835436
2972,-0.3043575154494825
2770,0.0490288234046654
353,-0.3043575154494825
2494,-0.3043575154494825
4490,-0.2987482084835436
2880,0.1499963487915648
1775,-0.3043575154494825
4430,-0.3043575154494825
856,0.0714660512684208
1917,-0.3043575154494825
3739,-0.3043575154494825
1935,-0.3043575154494825
3042,-0.3043575154494825
1554,-0.0575480089481728
4377,-0.3043575154494825
5374,-0.3043575154494825
3035,-0.2258272179263385
2814,0.0995125860981151
3684,-0.2987482084835436
972,-0.2875295945516659
4316,-0.3043575154494825
419,-0.2987482084835436
411,2.287142302814269
2440,1.322341504672786
2384,-0.2763109806197882
2258,1.54671378331034
2101,-0.3043575154494825
2516,-0.2875295945516659
5316,-0.3043575154494825
5002,-0.1416876134372557
791,-0.1360783064713168
4748,0.2229173393487699
1317,2.511514581451823
2497,-0.2875295945516659
2487,-0.3043575154494825
1693,-0.3043575154494825
1647,-0.3043575154494825
2471,-0.3043575154494825
657,-0.1753434552328888
2031,-0.3043575154494825
524,7.015788075100725
5395,-0.3043575154494825
313,-0.2875295945516659
943,0.576303678202918
4406,-0.2987482084835436
1656,-0.3043575154494825
4869,-0.2594830597219716
2900,0.8118945707723499
1036,-0.3043575154494825
1703,-0.3043575154494825
503,5.1142330136474525
320,2.1525189356317367
4285,-0.3043575154494825
2174,7.907667882685004
2864,-0.3043575154494825
1311,-0.281920287585727
954,-0.2987482084835436
5042,-0.3043575154494825
3052,-0.2763109806197882
2649,-0.2931389015176048
4730,-0.3043575154494825
2146,0.733364273249206
5417,-0.3043575154494825
40,0.0209822885749711
1832,-0.3043575154494825
3475,0.6436153617941842
5509,-0.3043575154494825
2161,-0.2931389015176048
454,5.074967864885881
5051,-0.2707016736538494
722,-0.2258272179263385
3240,-0.3043575154494825
2155,9.057575810702469
2459,0.2565731811444031
2759,-0.2875295945516659
3605,0.6716618966238785
5438,-0.3043575154494825
5224,-0.3043575154494825
3805,-0.3043575154494825
4235,-0.2987482084835436
5049,-0.3043575154494825
3152,-0.3043575154494825
4999,-0.2875295945516659
681,-0.1529062273691334
1100,-0.3043575154494825
3671,0.5202106085435294
2885,-0.2931389015176048
4091,-0.3043575154494825
702,-0.2258272179263385
1825,-0.3043575154494825
2605,-0.2875295945516659
5236,-0.3043575154494825
1397,-0.2370458318582162
1405,2.174956163495492
1112,-0.2650923666879105
652,-0.2931389015176048
4725,-0.1529062273691334
4480,-0.2707016736538494
4266,-0.3043575154494825
1110,-0.3043575154494825
839,-0.3043575154494825
1585,-0.3043575154494825
4118,-0.3043575154494825
5083,-0.3043575154494825
529,-0.3043575154494825
3840,-0.3043575154494825
2952,-0.3043575154494825
4214,-0.3043575154494825
3959,-0.3043575154494825
1388,-0.281920287585727
413,3.2407244870238747
937,-0.2594830597219716
1184,1.193327444456192
3761,-0.3043575154494825
754,-0.2987482084835436
4689,-0.3043575154494825
1860,-0.3043575154494825
4168,-0.3043575154494825
711,-0.3043575154494825
1619,-0.3043575154494825
3503,-0.3043575154494825
4350,-0.2931389015176048
172,0.0546381303706043
1945,-0.3043575154494825
564,-0.2875295945516659
3425,-0.2763109806197882
2092,-0.3043575154494825
746,-0.2258272179263385
5323,-0.2987482084835436
3373,-0.3043575154494825
655,-0.2707016736538494
5539,-0.3043575154494825
323,2.365672600337413
2854,0.4080244692247523
3994,-0.3043575154494825
2728,-0.3043575154494825
3710,-0.3043575154494825
3554,-0.2650923666879105
1137,-0.281920287585727
5006,0.1275591209278094
425,-0.281920287585727
3619,-0.2987482084835436
3167,-0.1472969204031945
4802,-0.1697341482669499
1947,-0.3043575154494825
3541,0.537038529441346
4757,-0.281920287585727
3822,-0.3043575154494825
3267,-0.2931389015176048
600,-0.2931389015176048
1798,-0.3043575154494825
3370,-0.3043575154494825
3647,-0.1360783064713168
5281,-0.3043575154494825
2517,-0.2987482084835436
1038,-0.2987482084835436
783,-0.2931389015176048
1268,-0.2314365248922774
5311,-0.3043575154494825
1413,-0.2987482084835436
4396,-0.3043575154494825
121,-0.2875295945516659
778,-0.2987482084835436
984,0.0378102094727877
4329,-0.2931389015176048
3480,-0.3043575154494825
745,-0.1753434552328888
4219,-0.3043575154494825
3573,-0.3043575154494825
1764,-0.3043575154494825
4338,-0.3043575154494825
3550,-0.3043575154494825
3944,-0.3043575154494825
1171,-0.3043575154494825
3365,0.0995125860981151
1425,0.4080244692247523
2895,-0.1921713761307054
176,-0.3043575154494825
4045,-0.3043575154494825
4783,-0.2370458318582162
3487,-0.2931389015176048
3481,-0.3043575154494825
82,-0.1304689995053779
2794,-0.3043575154494825
805,-0.2202179109603996
3579,-0.2594830597219716
3043,-0.3043575154494825
2094,-0.3043575154494825
1878,-0.3043575154494825
141,-0.2987482084835436
4414,-0.2594830597219716
2000,-0.3043575154494825
5325,-0.3043575154494825
1318,0.8118945707723499
4402,-0.2931389015176048
1058,-0.3043575154494825
4677,-0.2875295945516659
4779,-0.2931389015176048
4008,-0.3043575154494825
515,-0.1641248413010111
2825,-0.3043575154494825
1199,-0.3043575154494825
2169,0.0097636746430934
2310,-0.2987482084835436
4960,0.0826846652002985
3022,-0.3043575154494825
5167,0.0041543676771545
3890,-0.3043575154494825
2254,0.02659159554091
838,-0.3043575154494825
4935,-0.2875295945516659
1739,-0.3043575154494825
1194,-0.3043575154494825
232,-0.1977806830966442
4875,-0.1977806830966442
4601,-0.3043575154494825
3020,-0.3043575154494825
2361,-0.2875295945516659
1355,-0.1809527621988276
2898,0.4304616970885077
1462,-0.2314365248922774
2183,-0.2987482084835436
1818,-0.3043575154494825
1424,0.4641175388841408
3631,-0.3043575154494825
4656,-0.1136410786075614
820,-0.3043575154494825
886,-0.2987482084835436
393,4.800111823554877
3427,-0.2033899900625831
1780,-0.3043575154494825
2462,1.0026110076142711
5112,-0.3043575154494825
4663,1.1540622956946205
3210,-0.1472969204031945
2791,1.0026110076142711
476,5.3329959853190685
3585,0.537038529441346
456,6.830680945224743
108,-0.1585155343350722
3950,-0.3043575154494825
762,-0.281920287585727
3036,-0.3043575154494825
2001,-0.3043575154494825
2198,3.207068645228241
789,-0.0968131577097448
4643,-0.3043575154494825
2319,-0.2875295945516659
11,-0.2650923666879105
1138,0.1499963487915648
3943,-0.3043575154494825
3759,-0.3043575154494825
1278,-0.3043575154494825
3718,-0.3043575154494825
672,-0.2875295945516659
2486,-0.3043575154494825
2703,1.086750612103354
1944,-0.3043575154494825
1905,-0.3043575154494825
2025,-0.3043575154494825
4429,-0.3043575154494825
3712,-0.3043575154494825
3317,-0.1865620691647665
700,-0.2202179109603996
4883,0.1163405069959317
4347,-0.2707016736538494
2638,1.625244080833484
669,-0.3043575154494825
5263,-0.3043575154494825
2362,-0.2426551388241551
119,-0.3043575154494825
3719,-0.3043575154494825
274,0.4080244692247523
3754,-0.3043575154494825
1396,-0.2482644457900939
5162,-0.2594830597219716
3641,-0.3043575154494825
260,0.1219498139618705
1633,-0.3043575154494825
2990,-0.2763109806197882
5061,-0.3043575154494825
4388,-0.2931389015176048
2879,0.9352993240230048
5163,-0.2763109806197882
215,-0.1529062273691334
1587,-0.3043575154494825
1231,2.8649009203059714
392,6.875555400952254
27,-0.3043575154494825
5035,0.537038529441346
752,-0.3043575154494825
1810,-0.3043575154494825
3322,-0.3043575154494825
478,7.206504511942647
5128,-0.3043575154494825
3460,-0.3043575154494825
4465,-0.2987482084835436
909,-0.2987482084835436
3820,-0.3043575154494825
4753,-0.2987482084835436
3656,-0.3043575154494825
1558,1.2494205141155807
2667,-0.3043575154494825
4534,-0.2987482084835436
2485,1.473792792753135
3263,-0.3043575154494825
2151,1.7935232898116498
2180,-0.3043575154494825
2331,7.3635651069889345
4179,-0.3043575154494825
563,-0.2987482084835436
3386,-0.1529062273691334
921,0.5819129851688568
4916,0.2397452602465865
969,-0.2987482084835436
1212,-0.3043575154494825
4439,-0.2875295945516659
913,-0.2987482084835436
3256,-0.3043575154494825
3479,-0.3043575154494825
3937,-0.3043575154494825
2815,0.6828805105557563
2411,-0.2482644457900939
4476,-0.2763109806197882
723,-0.2033899900625831
2126,1.9505838848579375
5454,-0.2987482084835436
2123,-0.1360783064713168
1027,-0.2202179109603996
597,-0.3043575154494825
6,-0.3043575154494825
1061,-0.3043575154494825
1449,2.068379331142653
5262,-0.3043575154494825
5540,-0.2931389015176048
997,-0.3043575154494825
3889,-0.3043575154494825
4932,-0.2482644457900939
3296,0.0209822885749711
4519,-0.3043575154494825
5416,-0.3043575154494825
653,-0.2987482084835436
3904,-0.3043575154494825
1467,-0.0743759298459894
4849,-0.2482644457900939
48,-0.3043575154494825
318,0.2397452602465865
919,-0.0238921671525396
4096,-0.3043575154494825
1609,-0.3043575154494825
2788,0.3519313995653637
2715,-0.2931389015176048
1950,-0.3043575154494825
3133,-0.3043575154494825
2926,-0.3043575154494825
4494,-0.2875295945516659
1570,-0.2875295945516659
340,0.301447636871914
5465,-0.3043575154494825
3236,-0.3043575154494825
5320,-0.2931389015176048
4426,-0.2931389015176048
3887,-0.3043575154494825
5212,0.0378102094727877
3265,-0.3043575154494825
1215,-0.3043575154494825
2415,0.4136337761906911
4052,-0.3043575154494825
4334,-0.2763109806197882
3498,-0.3043575154494825
3352,-0.3043575154494825
518,2.2198306192230026
1724,-0.3043575154494825
4510,-0.3043575154494825
3698,-0.3043575154494825
766,-0.1977806830966442
1375,-0.2538737527560328
1168,-0.3043575154494825
474,2.449812204826496
2632,0.3294941717016083
2954,-0.3043575154494825
4318,-0.2875295945516659
4787,-0.1697341482669499
4012,-0.3043575154494825
2886,-0.3043575154494825
268,-0.2931389015176048
1049,-0.2202179109603996
4194,-0.3043575154494825
3450,0.7501921941470225
5140,-0.2370458318582162
5201,-0.3043575154494825
107,0.02659159554091
5220,-0.3043575154494825
3616,-0.3043575154494825
3129,-0.3043575154494825
3864,-0.3043575154494825
2779,-0.3043575154494825
1983,-0.3043575154494825
2573,1.5691510111740954
5250,-0.1809527621988276
4701,-0.2931389015176048
3226,-0.2763109806197882
5491,-0.3043575154494825
632,-0.2763109806197882
3206,-0.2033899900625831
1426,1.1877181374902532
3683,-0.3043575154494825
693,-0.3043575154494825
3477,-0.3043575154494825
3568,-0.3043575154494825
1694,-0.3043575154494825
2554,-0.2987482084835436
3844,-0.3043575154494825
813,0.929690017057066
1476,-0.2987482084835436
1158,-0.2482644457900939
2558,-0.3043575154494825
5340,-0.2707016736538494
912,-0.2707016736538494
2252,-0.1977806830966442
4254,-0.2931389015176048
2535,-0.3043575154494825
3933,-0.3043575154494825
438,1.4569648718553183
5508,-0.3043575154494825
609,-0.2875295945516659
