,grandes grupos CIE-10,mes,tramo edad cumplida,sexo,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,rango1,rango2,rango3,Defunciones
1132,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1133,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2726579853007841,-0.293787579707229,-0.32259030829271296,-0.29874820848354366
1134,5,4,7,0,1,1,1,1,0,0,0,0,0,1,2,2,1,1,-0.22429917312778871,-0.2786602615880048,-0.20822160043181442,-0.2426551388241551
1135,5,4,7,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,-0.25653838124311895,-0.2786602615880048,-0.3035288569825632,-0.28192028758572707
1136,5,4,8,0,0,0,1,0,2,1,1,0,2,2,4,2,1,1,-0.24041877718545385,-0.20302367099188337,-0.17009869781151493,-0.20899929702852196
1137,5,4,8,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,-0.2887775893584492,-0.2484056253495562,-0.3035288569825632,-0.28192028758572707
1138,5,4,9,0,1,7,6,5,10,5,2,5,6,4,7,4,12,7,0.17869092831383934,0.03901341891570506,0.24925323101177962,0.14999634879156484
1139,5,4,9,1,5,4,2,3,4,2,4,1,5,8,8,7,3,6,0.00137528367952299,0.008758782677256507,0.1348845231508811,0.04341951643872658
1140,5,4,10,0,14,9,15,15,12,14,20,17,23,22,24,24,23,23,0.7589966743897837,1.1584349597383017,1.4691861148613636,1.126015760864926
1141,5,4,10,1,25,23,28,17,28,28,40,28,34,30,40,31,35,32,1.6616945016190305,2.126583319368655,2.3078899725079527,2.045942103278898
1142,5,4,11,0,7,4,7,9,7,12,12,6,17,15,19,24,14,14,0.25928894860216495,0.6441061436846762,1.0307727347279194,0.6323967478623066
1143,5,4,11,1,31,31,30,28,33,29,46,31,49,53,55,52,45,63,2.1775218314643148,2.8526945890914206,3.7756217233894835,2.9266032969312987
1144,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1145,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1146,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1147,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1148,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1149,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1150,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1151,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1152,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1153,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1154,5,5,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.2887775893584492,-0.2786602615880048,-0.3035288569825632,-0.2931389015176048
1155,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1156,5,5,7,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,-0.24041877718545385,-0.2635329434687805,-0.3035288569825632,-0.2707016736538494
1157,5,5,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.2726579853007841,-0.2786602615880048,-0.3035288569825632,-0.28752959455166593
1158,5,5,8,0,2,1,2,1,0,0,0,0,1,2,0,1,0,0,-0.19205996501245848,-0.2484056253495562,-0.3035288569825632,-0.24826444579009396
1159,5,5,8,1,1,0,1,0,0,0,0,0,1,3,0,0,2,3,-0.25653838124311895,-0.23327830723033194,-0.22728305174196417,-0.2426551388241551
1160,5,5,9,0,4,4,8,6,9,4,4,9,3,9,11,6,4,13,0.21093013642916958,0.144904645750275,0.32549903625237864,0.22291733934876998
1161,5,5,9,1,6,1,10,2,0,2,2,4,7,5,7,10,7,3,0.017494887737188113,0.008758782677256507,0.19206887708133036,0.065856744302482
1162,5,5,10,0,11,16,26,23,21,29,29,19,28,19,23,19,21,20,1.2748240042350676,1.5819998670765814,1.2595101504497164,1.4008718021959299
1163,5,5,10,1,32,27,25,24,40,20,34,31,35,33,34,41,34,33,2.096923811175989,2.020692092534085,2.384135777748552,2.180565470461431
1164,5,5,11,0,7,3,8,10,9,7,2,13,10,10,19,17,13,19,0.3076477607751603,0.3415597813001906,0.9735883807974701,0.5202106085435294
1165,5,5,11,1,36,31,35,24,24,41,40,51,43,48,49,43,62,41,2.1291630192913193,3.079604360879785,3.3943926971864884,2.881728841203788
1166,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1167,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1168,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1169,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1170,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1171,5,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1172,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1173,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1174,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1175,5,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1176,5,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2887775893584492,-0.2786602615880048,-0.32259030829271296,-0.29874820848354366
1177,5,6,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.2726579853007841,-0.293787579707229,-0.3035288569825632,-0.2931389015176048
1178,5,6,7,0,1,0,1,2,0,0,2,2,0,0,0,0,2,0,-0.22429917312778871,-0.23327830723033194,-0.28446740567241346,-0.24826444579009396
1179,5,6,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.2887775893584492,-0.2786602615880048,-0.3035288569825632,-0.2931389015176048
1180,5,6,8,0,1,0,1,0,0,0,1,1,2,0,1,0,1,1,-0.25653838124311895,-0.23327830723033194,-0.26540595436226366,-0.2538737527560328
1181,5,6,8,1,1,1,2,0,2,0,1,0,3,1,0,0,1,1,-0.19205996501245848,-0.21815098911110764,-0.28446740567241346,-0.2314365248922774
1182,5,6,9,0,3,5,2,5,7,6,4,5,5,3,10,6,5,9,0.06585369991018347,0.05414073703492934,0.24925323101177962,0.11634050699593172
1183,5,6,9,1,1,3,2,3,2,7,0,2,4,6,8,6,9,8,-0.11146194472413286,-0.00636853544196777,0.26831468232192934,0.03781020947278772
1184,5,6,10,0,15,26,18,18,20,17,21,13,18,24,17,24,15,21,1.2748240042350676,1.113053005380629,1.1451414425888178,1.193327444456192
1185,5,6,10,1,35,22,28,28,22,25,20,33,23,29,35,42,45,35,1.8873689584263422,1.6727637757919271,2.670057547400798,2.062770024176715
1186,5,6,11,0,4,4,6,11,2,8,8,4,8,12,15,15,20,22,0.14645172019850908,0.31130514506174206,1.049834186038069,0.47533615281601854
1187,5,6,11,1,22,12,28,33,33,36,33,43,31,48,42,58,70,53,1.7745317300226864,2.595530181064608,3.9281133338706815,2.7358868600893778
1188,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1189,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1190,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1191,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1192,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1193,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1194,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1195,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1196,5,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2726579853007841,-0.293787579707229,-0.32259030829271296,-0.29874820848354366
1197,5,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1198,5,7,6,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,-0.2726579853007841,-0.2484056253495562,-0.3035288569825632,-0.27631098061978826
1199,5,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1200,5,7,7,0,1,0,0,0,0,1,0,1,1,0,2,0,0,2,-0.2726579853007841,-0.2484056253495562,-0.24634450305211394,-0.25948305972197167
1201,5,7,7,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.2726579853007841,-0.2786602615880048,-0.3035288569825632,-0.28752959455166593
1202,5,7,8,0,1,3,0,2,1,1,1,0,2,0,0,1,1,2,-0.17594036095479335,-0.23327830723033194,-0.24634450305211394,-0.22021791096039967
1203,5,7,8,1,0,2,1,1,0,2,2,0,2,1,1,1,0,0,-0.22429917312778871,-0.1878963528726591,-0.28446740567241346,-0.2314365248922774
1204,5,7,9,0,5,2,2,1,5,4,4,3,9,4,7,10,8,17,-0.04698352849347238,0.06926805515415362,0.4779906467335766,0.14999634879156484
1205,5,7,9,1,7,1,2,2,1,5,4,1,7,8,10,12,14,9,-0.07922273660880262,0.0843953732733779,0.5351750006640259,0.16121496272344257
1206,5,7,10,0,16,16,8,27,22,24,25,21,19,20,19,23,18,21,1.1458671717737465,1.3550900952882172,1.221387247829417,1.2606391280474585
1207,5,7,10,1,23,20,14,28,43,26,34,30,32,43,30,39,51,37,1.7745317300226864,2.202219909964777,2.670057547400798,2.2198306192230026
1208,5,7,11,0,8,2,5,7,10,9,11,12,8,19,7,19,21,13,0.2270497404868347,0.5987241893270033,0.8210967703162722,0.5426478364072849
1209,5,7,11,1,25,23,33,28,41,31,42,34,48,57,58,55,88,41,2.1291630192913193,2.913203861568318,4.290280908763527,3.0836638919775865
1210,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1211,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1212,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1213,5,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1214,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1215,5,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1216,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1217,5,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2726579853007841,-0.293787579707229,-0.32259030829271296,-0.29874820848354366
1218,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1219,5,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1220,5,8,6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.25653838124311895,-0.2635329434687805,-0.32259030829271296,-0.28192028758572707
1221,5,8,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.2726579853007841,-0.2786602615880048,-0.32259030829271296,-0.2931389015176048
1222,5,8,7,0,0,0,2,1,0,1,0,1,0,2,0,0,0,0,-0.24041877718545385,-0.23327830723033194,-0.32259030829271296,-0.26509236668791053
1223,5,8,7,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,-0.25653838124311895,-0.2635329434687805,-0.32259030829271296,-0.28192028758572707
1224,5,8,8,0,0,0,2,2,0,1,3,1,0,3,2,1,2,2,-0.22429917312778871,-0.17276903475343483,-0.18916014912166468,-0.19778068309664423
1225,5,8,8,1,0,1,1,0,0,1,0,2,1,0,0,1,1,1,-0.25653838124311895,-0.23327830723033194,-0.26540595436226366,-0.2538737527560328
1226,5,8,9,0,7,3,4,5,2,3,11,6,10,7,12,9,13,2,0.049734095852518354,0.2659231907040692,0.36362193887267813,0.22291733934876998
1227,5,8,9,1,3,4,7,3,1,3,6,3,2,7,11,9,7,8,0.00137528367952299,0.023886100796480784,0.3445604875625284,0.11073120002999286
1228,5,8,10,0,12,18,16,13,9,15,13,17,19,19,15,28,38,22,0.807355486562779,0.961779824188386,1.6407391766527115,1.120406453898987
1229,5,8,10,1,34,31,37,24,24,30,42,42,36,33,58,30,47,31,2.1291630192913193,2.474511636110814,2.841610609192146,2.494686660554007
1230,5,8,11,0,7,3,6,9,8,10,14,7,18,17,9,20,19,19,0.24316934454449982,0.7046154161615733,0.9545269294873203,0.6267874408963677
1231,5,8,11,1,27,29,23,26,22,29,39,39,42,57,64,54,68,46,1.7584121259650212,2.8224399528529722,4.099666395662029,2.8649009203059714
1232,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1233,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1234,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1235,5,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1236,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1237,5,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1238,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1239,5,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1240,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1241,5,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1242,5,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1243,5,9,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2726579853007841,-0.293787579707229,-0.32259030829271296,-0.29874820848354366
1244,5,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.2726579853007841,-0.293787579707229,-0.28446740567241346,-0.28752959455166593
1245,5,9,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.2726579853007841,-0.2786602615880048,-0.32259030829271296,-0.2931389015176048
1246,5,9,8,0,0,0,2,4,0,1,0,1,2,1,0,0,3,1,-0.19205996501245848,-0.21815098911110764,-0.24634450305211394,-0.22021791096039967
1247,5,9,8,1,0,0,0,2,1,0,0,0,3,1,0,0,2,0,-0.24041877718545385,-0.23327830723033194,-0.28446740567241346,-0.2538737527560328
1248,5,9,9,0,3,8,8,3,4,6,6,5,4,5,1,10,6,12,0.13033211614084397,0.09952269139260217,0.23019177970162985,0.14999634879156484
1249,5,9,9,1,4,6,1,2,4,2,2,3,4,7,9,5,9,4,-0.014744320378142132,-0.021495853561192046,0.19206887708133036,0.04341951643872658
1250,5,9,10,0,12,27,9,16,20,16,22,15,23,13,21,20,30,27,1.065269151485421,1.0525437329037317,1.5454319201019626,1.2157646723199476
1251,5,9,10,1,26,25,23,29,36,33,34,23,34,26,36,43,55,40,1.9518473746570026,1.9753101381764127,2.994102219673344,2.292751609780208
1252,5,9,11,0,5,8,7,9,5,8,6,11,18,6,9,19,28,18,0.25928894860216495,0.4474510081347605,1.0879570886583687,0.576303678202918
1253,5,9,11,1,17,18,21,18,24,41,40,24,35,56,38,54,53,61,1.2909436082927328,2.6711667716607295,3.6040686615981357,2.5002959675199454
1254,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1255,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1256,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1257,5,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1258,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1259,5,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1260,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1261,5,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1262,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1263,5,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1264,5,10,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.2887775893584492,-0.2786602615880048,-0.28446740567241346,-0.28752959455166593
1265,5,10,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.2887775893584492,-0.2786602615880048,-0.3035288569825632,-0.2931389015176048
1266,5,10,7,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,-0.24041877718545385,-0.293787579707229,-0.24634450305211394,-0.26509236668791053
1267,5,10,7,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,-0.24041877718545385,-0.293787579707229,-0.3035288569825632,-0.28192028758572707
1268,5,10,8,0,0,1,0,2,1,0,1,0,0,1,1,4,1,1,-0.22429917312778871,-0.2635329434687805,-0.18916014912166468,-0.2314365248922774
1269,5,10,8,1,0,1,0,0,1,0,1,0,0,1,2,4,0,0,-0.25653838124311895,-0.2635329434687805,-0.20822160043181442,-0.24826444579009396
1270,5,10,9,0,3,6,6,9,4,1,5,3,4,8,7,8,8,10,0.1625713242561742,0.023886100796480784,0.3064375849422289,0.1556056557575037
1271,5,10,9,1,4,2,0,7,8,1,3,1,2,6,10,8,7,1,0.049734095852518354,-0.09713244415731344,0.1730074257711806,0.03220090250684887
1272,5,10,10,0,17,17,19,10,18,18,20,14,24,20,28,18,10,15,1.0169103393124257,1.1584349597383017,1.0307727347279194,1.0867506121033539
1273,5,10,10,1,23,30,29,28,23,27,28,36,17,34,36,26,36,36,1.855129750311012,1.8542915932226183,2.231644167267354,1.9898490336195096
1274,5,10,11,0,4,8,5,7,8,9,9,15,13,16,17,19,19,16,0.2270497404868347,0.6441061436846762,1.0307727347279194,0.6211781339304289
1275,5,10,11,1,32,22,20,34,35,34,34,35,39,41,51,39,70,64,2.016325790887663,2.474511636110814,3.9471747851808314,2.7807613158168882
1276,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1277,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1278,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1279,5,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1280,5,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1281,5,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1282,5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1283,5,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1284,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1285,5,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1286,5,11,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.2887775893584492,-0.2786602615880048,-0.3035288569825632,-0.2931389015176048
1287,5,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1288,5,11,7,0,0,0,1,1,0,2,1,0,0,1,0,1,1,0,-0.25653838124311895,-0.23327830723033194,-0.28446740567241346,-0.25948305972197167
1289,5,11,7,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,-0.25653838124311895,-0.2786602615880048,-0.3035288569825632,-0.28192028758572707
1290,5,11,8,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,-0.24041877718545385,-0.23327830723033194,-0.28446740567241346,-0.2538737527560328
1291,5,11,8,1,0,2,0,1,0,1,1,0,0,0,0,1,1,2,-0.24041877718545385,-0.2635329434687805,-0.24634450305211394,-0.2538737527560328
1292,5,11,9,0,3,7,8,5,6,4,4,5,4,12,3,7,6,6,0.17869092831383934,0.144904645750275,0.0967616205305816,0.144387041825626
1293,5,11,9,1,3,3,1,1,4,3,4,3,3,1,7,3,14,3,-0.09534234066646774,-0.08200512603808915,0.19206887708133036,-0.007064246254723126
1294,5,11,10,0,22,18,15,16,17,13,20,24,19,17,27,18,23,19,1.1297475677160815,1.113053005380629,1.3357559556903154,1.198936751422131
1295,5,11,10,1,32,34,29,19,32,28,31,33,19,35,36,49,37,30,2.064684603060659,1.9148008656995155,2.5747502908500493,2.1861747774273694
1296,5,11,11,0,6,12,10,9,5,11,15,14,15,21,13,18,26,19,0.3882457810634859,0.8558885973538161,1.126079991278668,0.7838480359426556
1297,5,11,11,1,31,22,23,19,43,34,46,42,51,62,55,61,60,65,1.9357277705993376,3.261132178310476,4.271219457453377,3.139756961636975
1298,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1299,5,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1300,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1301,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1302,5,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1303,5,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1304,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1305,5,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1306,5,12,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2726579853007841,-0.293787579707229,-0.32259030829271296,-0.29874820848354366
1307,5,12,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.2887775893584492,-0.2786602615880048,-0.32259030829271296,-0.29874820848354366
1308,5,12,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2887775893584492,-0.2786602615880048,-0.32259030829271296,-0.29874820848354366
1309,5,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2887775893584492,-0.293787579707229,-0.32259030829271296,-0.30435751544948253
1310,5,12,7,0,0,0,1,0,1,2,0,0,1,0,1,3,1,0,-0.25653838124311895,-0.2484056253495562,-0.22728305174196417,-0.24826444579009396
1311,5,12,7,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-0.25653838124311895,-0.2786602615880048,-0.3035288569825632,-0.28192028758572707
